Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,day,acq_time_str,hours,minutes,season,region_cluster,cluster_fire_count,monthly_cluster_fire_count,brightness_diff,high_risk,frp_category
427458,30.6804,75.3504,325.5,2.0,1.4,2021-11-13,747,1,MODIS,80,6.03,301.6,44.8,1,0,2021,11,13,747,7,47,4,0,167610,73042,23.899999999999977,0,High
276867,22.466,77.5334,303.7,4.0,1.9,2020-04-10,1747,0,MODIS,56,6.03,289.3,37.0,0,0,2020,4,10,1747,17,47,2,4,76528,39620,14.399999999999975,0,High
485128,30.5989,75.4916,330.8,1.5,1.2,2022-05-01,556,0,MODIS,74,6.03,310.9,21.3,1,0,2022,5,1,556,5,56,2,0,167610,31628,19.900000000000038,0,Medium
446094,26.2382,93.8065,331.8,1.0,1.0,2022-03-04,702,1,MODIS,85,6.03,299.1,25.1,1,0,2022,3,4,702,7,2,2,11,41370,18499,32.69999999999999,1,Medium
715041,22.4341,76.7343,301.4,2.7,1.6,2025-03-29,1639,0,MODIS,41,61.03,290.1,17.9,0,0,2025,3,29,1639,16,39,2,4,76528,13167,11.299999999999956,0,Medium
471370,19.2585,80.5353,310.0,1.0,1.0,2022-04-08,1648,0,MODIS,79,6.03,297.9,5.2,0,0,2022,4,8,1648,16,48,2,13,47964,11656,12.100000000000025,0,Low
408180,31.3501,75.0389,322.2,1.0,1.0,2021-10-08,812,1,MODIS,71,6.03,303.7,11.3,1,0,2021,10,8,812,8,12,4,0,167610,39610,18.5,0,Medium
162024,29.9836,74.4858,331.1,1.0,1.0,2018-11-08,818,1,MODIS,82,6.03,303.2,22.9,1,0,2018,11,8,818,8,18,4,0,167610,73042,27.900000000000038,1,Medium
560096,25.7222,92.7595,312.8,2.7,1.6,2023-04-13,647,1,MODIS,57,61.03,298.8,21.2,1,0,2023,4,13,647,6,47,2,8,33148,7372,14.0,0,Medium
49017,26.3166,83.7666,330.6,1.0,1.0,2017-04-27,506,0,MODIS,66,6.2,314.2,8.5,1,0,2017,4,27,506,5,6,2,12,49232,12010,16.400000000000034,0,Low
117620,19.8748,80.9258,323.1,2.4,1.5,2018-03-24,449,0,MODIS,55,6.03,305.1,38.5,1,0,2018,3,24,449,4,49,2,13,47964,18871,18.0,0,High
548873,17.4769,74.1153,301.5,1.0,1.0,2023-03-17,1703,0,MODIS,42,61.03,291.1,4.1,0,0,2023,3,17,1703,17,3,2,3,38436,7918,10.399999999999975,0,Low
504231,30.7424,75.5217,319.4,1.1,1.1,2022-11-09,829,1,MODIS,55,6.03,297.2,10.4,1,0,2022,11,9,829,8,29,4,0,167610,73042,22.19999999999999,0,Medium
676313,17.5831,73.5419,328.4,1.3,1.1,2025-01-29,911,1,MODIS,76,61.03,306.3,25.0,1,0,2025,1,29,911,9,11,1,3,38436,8477,22.09999999999997,0,Medium
455351,24.9139,93.419,333.0,1.5,1.2,2022-03-16,726,1,MODIS,84,6.03,299.4,49.2,1,0,2022,3,16,726,7,26,2,2,57778,42248,33.60000000000002,1,High
199740,23.4415,92.4485,326.7,1.7,1.3,2019-03-30,650,1,MODIS,80,6.03,300.0,40.6,1,0,2019,3,30,650,6,50,2,2,57778,42248,26.69999999999999,0,High
45895,22.3578,79.9052,354.8,2.7,1.6,2017-04-19,556,0,MODIS,96,6.2,314.1,230.5,1,0,2017,4,19,556,5,56,2,5,47348,16741,40.69999999999999,1,Extreme
33604,19.6527,83.9259,328.4,3.8,1.8,2017-04-09,827,1,MODIS,64,6.2,303.1,107.8,1,0,2017,4,9,827,8,27,2,1,73921,9197,25.299999999999955,0,Extreme
557775,27.5988,96.3639,383.9,1.0,1.0,2023-04-11,701,1,MODIS,100,61.03,301.3,167.8,1,0,2023,4,11,701,7,1,2,11,41370,8105,82.59999999999997,1,Extreme
718239,19.2304,84.0202,366.6,1.0,1.0,2025-04-01,850,1,MODIS,100,61.03,310.5,93.7,1,0,2025,4,1,850,8,50,2,1,73921,9197,56.10000000000002,1,Extreme
30688,22.6862,75.3404,336.5,1.2,1.1,2017-04-04,810,1,MODIS,73,6.2,317.7,18.7,1,0,2017,4,4,810,8,10,2,4,76528,39620,18.80000000000001,0,Medium
38198,23.369,93.1595,347.1,1.2,1.1,2017-04-12,720,1,MODIS,93,6.2,304.1,63.8,1,0,2017,4,12,720,7,20,2,2,57778,10542,43.0,1,Extreme
373592,24.0776,81.2566,333.3,1.6,1.2,2021-03-30,459,0,MODIS,75,6.03,313.2,35.0,1,0,2021,3,30,459,4,59,2,5,47348,12422,20.100000000000023,0,High
68513,31.1272,74.6991,309.2,1.4,1.2,2017-10-31,759,1,MODIS,38,6.2,294.8,6.9,1,0,2017,10,31,759,7,59,4,0,167610,39610,14.399999999999975,0,Low
727840,24.3122,77.5575,307.8,1.0,1.0,2025-04-17,1605,0,MODIS,55,61.03,297.2,4.8,0,0,2025,4,17,1605,16,5,2,4,76528,39620,10.600000000000025,0,Low
468959,22.6754,77.7949,341.2,1.6,1.2,2022-03-31,504,0,MODIS,85,6.03,316.7,54.5,1,0,2022,3,31,504,5,4,2,4,76528,13167,24.5,1,High
501662,30.3673,75.069,319.3,1.1,1.1,2022-11-04,812,1,MODIS,69,6.03,301.4,11.2,1,0,2022,11,4,812,8,12,4,0,167610,73042,17.900000000000034,0,Medium
524289,21.8189,83.0353,312.4,1.9,1.4,2023-02-03,515,0,MODIS,61,61.03,302.0,12.6,1,0,2023,2,3,515,5,15,1,1,73921,9366,10.399999999999975,0,Medium
113497,19.1883,84.1296,316.4,1.1,1.1,2018-03-20,514,0,MODIS,57,6.03,299.0,6.7,1,0,2018,3,20,514,5,14,2,1,73921,19544,17.399999999999977,0,Low
630467,27.3504,82.7583,332.7,1.1,1.1,2024-04-15,827,1,MODIS,78,61.03,310.2,13.1,1,0,2024,4,15,827,8,27,2,7,41741,15320,22.5,0,Medium
679932,17.6345,76.401,319.0,1.4,1.2,2025-02-11,451,0,MODIS,55,61.03,303.1,12.8,1,0,2025,2,11,451,4,51,1,3,38436,8837,15.899999999999975,0,Medium
381096,22.8561,77.6037,340.4,1.0,1.0,2021-04-02,530,0,MODIS,82,6.03,319.0,21.8,1,0,2021,4,2,530,5,30,2,4,76528,39620,21.399999999999977,1,Medium
449713,24.4129,93.3831,313.2,1.0,1.0,2022-03-11,707,1,MODIS,51,6.03,296.5,7.9,1,0,2022,3,11,707,7,7,2,2,57778,42248,16.69999999999999,0,Low
142091,30.0893,74.8015,331.3,1.1,1.0,2018-05-10,543,0,MODIS,60,6.03,313.7,8.3,1,0,2018,5,10,543,5,43,2,0,167610,31628,17.600000000000023,0,Low
661642,17.5385,79.3681,311.6,1.0,1.0,2024-11-21,429,0,MODIS,58,61.03,301.2,5.0,1,0,2024,11,21,429,4,29,4,13,47964,957,10.400000000000034,0,Low
737106,32.0041,75.3547,320.3,2.2,1.5,2025-05-01,846,1,MODIS,45,61.03,297.7,18.3,1,0,2025,5,1,846,8,46,2,0,167610,31628,22.600000000000023,0,Medium
20287,23.9782,92.9506,324.2,1.5,1.2,2017-03-18,727,1,MODIS,80,6.2,296.1,29.9,1,0,2017,3,18,727,7,27,2,2,57778,42248,28.09999999999997,0,Medium
245897,27.3341,83.7242,317.4,1.1,1.1,2019-11-26,733,1,MODIS,74,6.03,300.0,10.8,1,0,2019,11,26,733,7,33,4,7,41741,5012,17.399999999999977,0,Medium
481154,30.4857,75.3014,332.5,3.8,1.8,2022-04-27,621,0,MODIS,73,6.03,314.1,76.5,1,0,2022,4,27,621,6,21,2,0,167610,7906,18.399999999999977,0,Extreme
410715,30.5807,74.7196,317.3,1.4,1.2,2021-10-26,759,1,MODIS,70,6.03,299.1,14.3,1,0,2021,10,26,759,7,59,4,0,167610,39610,18.19999999999999,0,Medium
522577,13.9666,77.2753,318.3,1.8,1.3,2023-01-26,805,1,MODIS,50,61.03,307.2,13.5,1,0,2023,1,26,805,8,5,1,14,36148,3490,11.100000000000025,0,Medium
590958,19.0377,76.3997,301.2,1.0,1.0,2023-11-24,1645,0,MODIS,26,61.03,289.9,4.9,0,0,2023,11,24,1645,16,45,4,9,27481,2693,11.300000000000011,0,Low
191036,30.3762,77.2252,308.0,1.1,1.0,2019-03-17,548,0,MODIS,37,6.03,294.2,6.2,1,0,2019,3,17,548,5,48,2,0,167610,2014,13.800000000000011,0,Low
339523,29.9371,78.7905,312.8,1.0,1.0,2021-02-28,759,1,MODIS,35,6.03,300.9,4.0,1,0,2021,2,28,759,7,59,1,7,41741,3088,11.900000000000034,0,Low
614055,24.357,94.1428,310.7,2.0,1.4,2024-03-13,707,1,MODIS,32,61.03,294.3,17.6,1,0,2024,3,13,707,7,7,2,2,57778,42248,16.399999999999977,0,Medium
445672,17.1161,73.9654,304.8,1.0,1.0,2022-03-03,1713,0,MODIS,62,6.03,291.9,6.4,0,0,2022,3,3,1713,17,13,2,3,38436,7918,12.900000000000034,0,Low
374348,18.4542,80.1994,332.8,1.0,1.0,2021-03-30,808,1,MODIS,75,6.03,314.3,12.7,1,0,2021,3,30,808,8,8,2,13,47964,18871,18.5,0,Medium
83629,26.7092,94.8557,322.0,1.6,1.3,2018-01-08,638,1,MODIS,54,6.03,289.7,37.2,1,0,2018,1,8,638,6,38,1,11,41370,4936,32.30000000000001,0,High
365195,19.2396,82.9012,331.0,1.0,1.0,2021-03-25,750,1,MODIS,73,6.03,311.4,13.6,1,0,2021,3,25,750,7,50,2,1,73921,19544,19.600000000000023,0,Medium
446687,18.8817,82.1224,316.6,1.1,1.0,2022-03-06,512,0,MODIS,51,6.03,303.2,9.6,1,0,2022,3,6,512,5,12,2,13,47964,18871,13.400000000000034,0,Low
93491,18.9357,73.3912,329.8,1.1,1.1,2018-02-21,840,1,MODIS,70,6.03,310.8,15.9,1,0,2018,2,21,840,8,40,1,3,38436,8837,19.0,0,Medium
707314,23.6128,92.2606,314.5,1.0,1.0,2025-03-24,1459,0,MODIS,89,61.03,294.2,12.9,0,0,2025,3,24,1459,14,59,2,2,57778,42248,20.30000000000001,0,Medium
687381,22.3406,92.9802,315.5,1.1,1.0,2025-03-01,814,1,MODIS,60,61.03,301.1,9.3,1,0,2025,3,1,814,8,14,2,2,57778,42248,14.399999999999975,0,Low
716440,23.7448,79.884,332.2,1.2,1.1,2025-03-30,911,1,MODIS,69,61.03,319.8,13.3,1,0,2025,3,30,911,9,11,2,5,47348,12422,12.399999999999975,0,Medium
133793,22.9023,77.3297,339.0,1.7,1.3,2018-04-21,514,0,MODIS,79,6.03,316.5,38.0,1,0,2018,4,21,514,5,14,2,4,76528,39620,22.5,0,High
155472,31.424,75.1393,317.4,1.1,1.1,2018-10-30,824,1,MODIS,70,6.03,300.4,11.4,1,0,2018,10,30,824,8,24,4,0,167610,39610,17.0,0,Medium
643938,31.4974,75.5973,328.3,1.1,1.0,2024-05-14,837,1,MODIS,60,61.03,313.8,10.0,1,0,2024,5,14,837,8,37,2,0,167610,31628,14.5,0,Low
215840,24.5166,74.4042,327.2,2.3,1.5,2019-05-01,519,0,MODIS,49,6.03,308.1,27.4,1,0,2019,5,1,519,5,19,2,4,76528,7507,19.09999999999997,0,Medium
437603,26.8019,71.9968,329.0,1.1,1.0,2022-01-10,824,1,MODIS,78,6.03,295.6,24.7,1,0,2022,1,10,824,8,24,1,10,21095,2544,33.39999999999998,0,Medium
339891,22.5193,86.9294,321.8,2.7,1.6,2021-03-01,702,1,MODIS,56,6.03,305.9,30.9,1,0,2021,3,1,702,7,2,2,12,49232,10270,15.900000000000034,0,High
359638,24.0676,93.6925,326.1,2.1,1.4,2021-03-20,732,1,MODIS,82,6.03,291.4,60.7,1,0,2021,3,20,732,7,32,2,2,57778,42248,34.700000000000045,1,Extreme
536047,22.5817,92.9666,326.9,1.4,1.2,2023-03-01,735,1,MODIS,77,61.03,303.7,31.0,1,0,2023,3,1,735,7,35,2,2,57778,42248,23.19999999999999,0,High
30520,20.3817,80.4127,329.6,1.1,1.0,2017-04-04,809,1,MODIS,9,6.2,310.8,7.3,1,0,2017,4,4,809,8,9,2,13,47964,11656,18.80000000000001,0,Low
206451,25.1789,92.2205,316.2,1.1,1.0,2019-04-13,703,1,MODIS,65,6.03,298.3,9.1,1,0,2019,4,13,703,7,3,2,8,33148,7372,17.899999999999977,0,Low
467449,19.5416,83.9765,327.0,4.3,1.9,2022-03-29,831,1,MODIS,72,6.03,305.1,115.0,1,0,2022,3,29,831,8,31,2,1,73921,19544,21.899999999999977,0,Extreme
145544,31.0674,75.8141,335.0,2.3,1.5,2018-05-22,742,1,MODIS,82,6.03,316.8,40.3,1,0,2018,5,22,742,7,42,2,0,167610,31628,18.19999999999999,1,High
156582,30.126,75.1356,323.8,1.0,1.0,2018-11-01,811,1,MODIS,74,6.03,300.7,14.0,1,0,2018,11,1,811,8,11,4,0,167610,73042,23.100000000000023,0,Medium
601908,21.9781,84.0299,317.1,1.0,1.0,2024-02-03,809,1,MODIS,68,61.03,303.1,7.3,1,0,2024,2,3,809,8,9,1,1,73921,9366,14.0,0,Low
705106,13.522,78.8093,327.5,1.0,1.0,2025-03-20,910,1,MODIS,64,61.03,312.4,8.3,1,0,2025,3,20,910,9,10,2,14,36148,12659,15.100000000000025,0,Low
691525,18.9133,83.157,324.1,1.0,1.0,2025-03-07,853,1,MODIS,34,61.03,311.0,10.4,1,0,2025,3,7,853,8,53,2,1,73921,19544,13.100000000000025,0,Medium
387057,17.505,74.061,332.2,1.3,1.1,2021-04-06,814,1,MODIS,70,6.03,315.7,17.5,1,0,2021,4,6,814,8,14,2,3,38436,3037,16.5,0,Medium
470513,24.9624,83.5623,324.6,1.6,1.2,2022-04-05,521,0,MODIS,52,6.03,313.0,12.6,1,0,2022,4,5,521,5,21,2,12,49232,12010,11.600000000000025,0,Medium
677904,9.4064,77.1395,315.3,2.3,1.5,2025-02-05,850,1,MODIS,42,61.03,297.7,31.0,1,0,2025,2,5,850,8,50,1,6,13460,3893,17.600000000000023,0,High
755440,29.3405,73.788,312.3,1.0,1.0,2025-11-24,946,1,MODIS,63,61.03,297.9,6.3,1,0,2025,11,24,946,9,46,4,0,167610,73042,14.400000000000034,0,Low
683100,10.7361,78.6534,317.0,1.4,1.2,2025-02-18,436,0,MODIS,61,61.03,301.6,11.7,1,0,2025,2,18,436,4,36,1,6,13460,3893,15.399999999999975,0,Medium
557210,23.7834,92.2616,327.1,1.8,1.3,2023-04-11,700,1,MODIS,63,61.03,301.4,36.4,1,0,2023,4,11,700,7,0,2,2,57778,10542,25.700000000000045,0,High
356516,31.7598,76.5729,318.1,1.3,1.1,2021-03-17,528,0,MODIS,71,6.03,301.1,10.7,1,0,2021,3,17,528,5,28,2,0,167610,2014,17.0,0,Medium
20928,18.9712,82.1655,328.2,1.0,1.0,2017-03-21,756,1,MODIS,52,6.2,311.9,13.5,1,0,2017,3,21,756,7,56,2,13,47964,18871,16.30000000000001,0,Medium
455780,27.5693,94.4773,337.3,1.9,1.4,2022-03-16,726,1,MODIS,89,6.03,301.1,77.0,1,0,2022,3,16,726,7,26,2,11,41370,18499,36.19999999999999,1,Extreme
187795,24.002,92.4872,325.7,2.9,1.6,2019-03-13,745,1,MODIS,79,6.03,294.9,87.6,1,0,2019,3,13,745,7,45,2,2,57778,42248,30.80000000000001,0,Extreme
458603,17.8163,80.4367,327.3,1.1,1.1,2022-03-19,755,1,MODIS,64,6.03,310.3,9.8,1,0,2022,3,19,755,7,55,2,13,47964,18871,17.0,0,Low
649074,30.9207,77.2722,321.6,1.4,1.2,2024-06-11,1601,0,MODIS,100,61.03,294.3,29.8,0,0,2024,6,11,1601,16,1,3,0,167610,3042,27.30000000000001,1,Medium
39707,25.0705,76.9445,301.4,1.9,1.3,2017-04-12,2107,1,MODIS,16,6.2,291.1,10.3,0,0,2017,4,12,2107,21,7,2,4,76528,39620,10.299999999999956,0,Medium
13496,18.7792,82.0693,321.7,1.0,1.0,2017-03-01,514,0,MODIS,63,6.2,305.3,12.2,1,0,2017,3,1,514,5,14,2,13,47964,18871,16.399999999999977,0,Medium
94268,19.8005,81.1357,318.5,2.4,1.5,2018-02-23,827,1,MODIS,47,6.03,302.2,30.5,1,0,2018,2,23,827,8,27,1,13,47964,5221,16.30000000000001,0,High
716582,24.7373,78.0768,342.1,1.0,1.0,2025-03-30,911,1,MODIS,86,61.03,317.7,27.7,1,0,2025,3,30,911,9,11,2,4,76528,13167,24.400000000000038,1,Medium
672425,27.4793,71.9086,315.6,1.2,1.1,2025-01-09,910,1,MODIS,54,61.03,302.4,6.7,1,0,2025,1,9,910,9,10,1,0,167610,2724,13.200000000000044,0,Low
597253,18.7334,76.9266,317.2,1.1,1.0,2024-01-05,452,0,MODIS,72,61.03,297.7,10.8,1,0,2024,1,5,452,4,52,1,9,27481,3684,19.5,0,Medium
429439,30.0293,74.5243,313.3,1.0,1.0,2021-11-16,818,1,MODIS,45,6.03,302.1,4.9,1,0,2021,11,16,818,8,18,4,0,167610,73042,11.199999999999989,0,Low
46983,19.5429,80.9324,318.0,1.4,1.2,2017-04-21,1638,0,MODIS,95,6.2,299.1,21.4,0,0,2017,4,21,1638,16,38,2,13,47964,11656,18.899999999999977,1,Medium
130043,21.6895,77.421,339.2,1.2,1.1,2018-04-08,545,0,MODIS,85,6.03,310.2,31.5,1,0,2018,4,8,545,5,45,2,4,76528,39620,29.0,1,High
61634,30.0351,74.4619,332.2,1.0,1.0,2017-10-20,817,1,MODIS,82,6.2,304.8,22.9,1,0,2017,10,20,817,8,17,4,0,167610,39610,27.399999999999977,1,Medium
652639,27.5172,78.4233,321.8,1.1,1.0,2024-10-24,857,1,MODIS,66,61.03,303.0,13.2,1,0,2024,10,24,857,8,57,4,7,41741,2163,18.80000000000001,0,Medium
655000,22.7764,77.8792,325.2,1.2,1.1,2024-11-05,844,1,MODIS,52,61.03,307.6,15.0,1,0,2024,11,5,844,8,44,4,4,76528,9210,17.599999999999966,0,Medium
19733,17.7473,73.5323,334.1,1.2,1.1,2017-03-17,821,1,MODIS,58,6.2,320.9,18.1,1,0,2017,3,17,821,8,21,2,3,38436,7918,13.200000000000044,0,Medium
346462,19.7078,84.0799,318.2,1.2,1.1,2021-03-07,454,0,MODIS,41,6.03,306.4,6.4,1,0,2021,3,7,454,4,54,2,1,73921,19544,11.800000000000011,0,Low
49958,27.2605,82.6827,327.2,1.8,1.3,2017-04-29,453,0,MODIS,69,6.2,307.9,17.2,1,0,2017,4,29,453,4,53,2,7,41741,15320,19.30000000000001,0,Medium
579538,30.8775,74.5729,325.7,2.7,1.6,2023-10-31,803,1,MODIS,74,61.03,296.4,68.6,1,0,2023,10,31,803,8,3,4,0,167610,39610,29.30000000000001,0,Extreme
47921,20.4477,82.4257,337.2,1.1,1.1,2017-04-24,744,1,MODIS,76,6.2,322.7,16.0,1,0,2017,4,24,744,7,44,2,1,73921,9197,14.5,0,Medium
690965,15.4695,78.6863,328.7,1.0,1.0,2025-03-07,421,0,MODIS,73,61.03,307.1,17.2,1,0,2025,3,7,421,4,21,2,14,36148,12659,21.59999999999997,0,Medium
355896,20.5546,83.7787,324.5,1.1,1.1,2021-03-16,756,1,MODIS,32,6.03,311.1,8.1,1,0,2021,3,16,756,7,56,2,1,73921,19544,13.399999999999975,0,Low
87112,19.743,82.5783,314.1,1.1,1.1,2018-01-26,803,1,MODIS,45,6.03,304.0,7.2,1,0,2018,1,26,803,8,3,1,1,73921,10736,10.100000000000025,0,Low
772647,21.2251,86.3716,320.6,1.2,1.1,2026-01-29,922,1,MODIS,75,61.03,300.8,15.9,1,0,2026,1,29,922,9,22,1,1,73921,10736,19.80000000000001,0,Medium
218180,25.8336,76.6456,352.0,1.0,1.0,2019-05-06,537,0,MODIS,94,6.03,322.5,41.4,1,0,2019,5,6,537,5,37,2,4,76528,7507,29.5,1,High
570759,31.5522,74.6382,335.3,1.3,1.1,2023-05-13,813,1,MODIS,78,61.03,314.7,19.7,1,0,2023,5,13,813,8,13,2,0,167610,31628,20.600000000000023,0,Medium
463935,24.7619,83.5981,331.0,1.3,1.1,2022-03-26,802,1,MODIS,73,6.03,314.6,18.8,1,0,2022,3,26,802,8,2,2,12,49232,10270,16.399999999999977,0,Medium
56878,26.5175,81.7449,340.8,1.8,1.3,2017-05-23,542,0,MODIS,85,6.2,305.3,62.6,1,0,2017,5,23,542,5,42,2,7,41741,6465,35.5,1,Extreme
364075,25.7707,92.9995,321.0,1.0,1.0,2021-03-24,708,1,MODIS,55,6.03,305.8,6.0,1,0,2021,3,24,708,7,8,2,8,33148,19990,15.199999999999989,0,Low
696191,23.6931,85.6154,321.2,1.7,1.3,2025-03-11,815,1,MODIS,60,61.03,307.3,14.1,1,0,2025,3,11,815,8,15,2,12,49232,10270,13.899999999999975,0,Medium
318493,16.3589,74.9623,326.4,1.1,1.0,2020-11-25,533,0,MODIS,79,6.03,301.1,19.9,1,0,2020,11,25,533,5,33,4,3,38436,2420,25.299999999999955,0,Medium
581946,22.7246,77.9667,320.8,1.5,1.2,2023-11-05,812,1,MODIS,68,61.03,305.1,14.5,1,0,2023,11,5,812,8,12,4,4,76528,9210,15.699999999999989,0,Medium
667299,20.7638,81.9775,313.0,1.5,1.2,2024-12-15,901,1,MODIS,62,61.03,301.9,10.4,1,0,2024,12,15,901,9,1,1,1,73921,11178,11.100000000000025,0,Medium
263862,29.4035,78.9222,311.2,1.0,1.0,2020-03-20,805,1,MODIS,38,6.03,296.3,5.1,1,0,2020,3,20,805,8,5,2,7,41741,3895,14.899999999999975,0,Low
430597,30.5315,76.3193,311.1,1.0,1.0,2021-11-18,806,1,MODIS,56,6.03,299.3,5.2,1,0,2021,11,18,806,8,6,4,0,167610,73042,11.800000000000011,0,Low
325045,20.9477,86.0525,310.7,1.1,1.1,2020-12-31,507,0,MODIS,63,6.03,298.2,6.4,1,2,2020,12,31,507,5,7,1,1,73921,11178,12.5,0,Low
542370,25.1114,93.2016,385.4,1.7,1.3,2023-03-08,738,1,MODIS,100,61.03,303.9,363.6,1,0,2023,3,8,738,7,38,2,2,57778,42248,81.5,1,Extreme
460300,24.7098,94.1435,305.7,1.4,1.2,2022-03-21,1952,1,MODIS,65,6.03,288.9,12.8,0,0,2022,3,21,1952,19,52,2,2,57778,42248,16.80000000000001,0,Medium
347252,18.0198,80.524,326.6,1.0,1.0,2021-03-07,802,1,MODIS,36,6.03,313.6,9.6,1,0,2021,3,7,802,8,2,2,13,47964,18871,13.0,0,Low
280802,23.6383,75.607,309.6,1.0,1.0,2020-04-16,1710,0,MODIS,78,6.03,295.4,7.3,0,0,2020,4,16,1710,17,10,2,4,76528,39620,14.200000000000044,0,Low
164802,18.529,77.7458,323.5,1.9,1.3,2018-11-12,750,1,MODIS,70,6.03,309.2,23.7,1,0,2018,11,12,750,7,50,4,9,27481,2693,14.300000000000011,0,Medium
700585,18.0734,80.6179,327.4,1.2,1.1,2025-03-15,912,1,MODIS,69,61.03,310.7,11.0,1,0,2025,3,15,912,9,12,2,13,47964,18871,16.69999999999999,0,Medium
658997,26.1362,79.1932,319.6,1.0,1.0,2024-11-15,850,1,MODIS,66,61.03,303.4,8.8,1,2,2024,11,15,850,8,50,4,7,41741,5012,16.200000000000045,0,Low
758444,16.8687,81.7118,313.1,1.3,1.1,2025-12-06,912,1,MODIS,68,61.03,298.9,9.0,1,0,2025,12,6,912,9,12,1,13,47964,2559,14.200000000000044,0,Low
214070,22.6941,78.1268,357.5,1.2,1.1,2019-04-28,757,1,MODIS,98,6.03,329.5,59.7,1,0,2019,4,28,757,7,57,2,4,76528,39620,28.0,1,High
469721,21.7121,70.2258,329.9,1.0,1.0,2022-04-01,547,0,MODIS,48,6.03,316.4,9.6,1,0,2022,4,1,547,5,47,2,10,21095,4258,13.5,0,Low
225991,25.8809,77.7209,312.9,1.4,1.2,2019-05-20,1647,0,MODIS,82,6.03,296.5,13.2,0,0,2019,5,20,1647,16,47,2,4,76528,7507,16.399999999999977,0,Medium
193875,23.6939,92.6402,348.3,2.1,1.4,2019-03-23,644,1,MODIS,71,6.03,296.3,161.1,1,0,2019,3,23,644,6,44,2,2,57778,42248,52.0,0,Extreme
309572,30.3701,75.0906,322.6,1.0,1.0,2020-11-06,811,1,MODIS,27,6.03,302.0,10.9,1,0,2020,11,6,811,8,11,4,0,167610,73042,20.600000000000023,0,Medium
11273,21.2432,76.6637,336.0,1.0,1.0,2017-02-25,538,0,MODIS,83,6.2,305.6,28.1,1,0,2017,2,25,538,5,38,1,9,27481,5254,30.399999999999977,1,Medium
26133,19.8071,84.1384,335.7,1.0,1.0,2017-03-30,751,1,MODIS,79,6.2,312.1,20.5,1,0,2017,3,30,751,7,51,2,1,73921,19544,23.59999999999997,0,Medium
231430,23.2433,87.7276,314.5,2.3,1.5,2019-09-20,702,1,MODIS,0,6.03,295.8,21.3,1,0,2019,9,20,702,7,2,4,12,49232,1038,18.69999999999999,0,Medium
323819,22.9313,77.2513,316.8,1.1,1.1,2020-12-25,543,0,MODIS,74,6.03,298.6,12.8,1,0,2020,12,25,543,5,43,1,4,76528,1065,18.19999999999999,0,Medium
412472,29.2792,76.5274,320.4,1.1,1.0,2021-10-31,817,1,MODIS,71,6.03,301.2,13.4,1,0,2021,10,31,817,8,17,4,0,167610,39610,19.19999999999999,0,Medium
595197,21.2176,82.8386,312.5,1.1,1.1,2023-12-25,824,1,MODIS,58,61.03,301.2,6.6,1,0,2023,12,25,824,8,24,1,1,73921,11178,11.300000000000011,0,Low
352905,18.8069,76.4596,322.9,3.0,1.6,2021-03-14,501,0,MODIS,67,6.03,308.0,36.8,1,0,2021,3,14,501,5,1,2,9,27481,7575,14.899999999999975,0,High
436999,16.5234,77.0949,316.2,1.1,1.0,2022-01-06,533,0,MODIS,59,6.03,302.9,8.2,1,0,2022,1,6,533,5,33,1,14,36148,3490,13.300000000000011,0,Low
16258,27.2493,93.4108,328.4,1.0,1.0,2017-03-06,703,1,MODIS,81,6.2,295.3,25.0,1,0,2017,3,6,703,7,3,2,11,41370,18499,33.099999999999966,1,Medium
542047,13.9907,78.2305,333.0,1.1,1.0,2023-03-08,458,0,MODIS,82,61.03,306.2,21.3,1,0,2023,3,8,458,4,58,2,14,36148,12659,26.80000000000001,1,Medium
607064,17.3078,78.2984,317.3,1.1,1.1,2024-02-25,459,0,MODIS,61,61.03,296.4,7.4,1,0,2024,2,25,459,4,59,1,9,27481,5254,20.900000000000038,0,Low
262632,26.1118,93.4819,310.8,2.1,1.4,2020-03-18,638,1,MODIS,60,6.03,293.6,23.2,1,0,2020,3,18,638,6,38,2,11,41370,18499,17.19999999999999,0,Medium
513320,31.5359,78.1,312.2,2.7,1.6,2022-12-07,843,1,MODIS,57,6.03,293.8,38.5,1,0,2022,12,7,843,8,43,1,0,167610,3314,18.399999999999977,0,High
535082,26.7231,91.0245,311.1,1.0,1.0,2023-02-28,420,0,MODIS,49,61.03,293.3,6.3,1,0,2023,2,28,420,4,20,1,8,33148,2829,17.80000000000001,0,Low
665597,16.2651,77.087,315.7,1.1,1.0,2024-12-10,859,1,MODIS,58,61.03,300.6,7.0,1,0,2024,12,10,859,8,59,1,14,36148,1891,15.099999999999966,0,Low
645833,22.1364,72.227,343.3,1.5,1.2,2024-05-20,923,1,MODIS,85,61.03,314.9,34.5,1,0,2024,5,20,923,9,23,2,10,21095,1118,28.400000000000038,1,High
7258,23.8988,92.3644,310.6,1.4,1.2,2017-02-14,726,1,MODIS,57,6.2,299.9,8.3,1,0,2017,2,14,726,7,26,1,2,57778,3915,10.700000000000044,0,Low
32837,19.5486,80.7137,309.7,1.3,1.1,2017-04-08,1709,0,MODIS,35,6.2,299.1,7.6,0,0,2017,4,8,1709,17,9,2,13,47964,11656,10.599999999999966,0,Low
